date,y_true,y_pred
1989-01-01,68365,66610.06308576367
1989-02-01,51697,56490.15945197127
1989-03-01,57288,59116.59911770819
1989-04-01,46747,59971.22408444107
1989-05-01,43203,64732.36687244403
1989-06-01,39950,59356.30569251689
